54	1938	1
112	1938	1
225	1938	1
233	1938	1
234	1938	1
274	1938	1
294	1938	1
297	1938	1
380	1938	1
422	1938	1
547	1938	1
550	1938	1
560	1938	1
612	1938	1
660	1938	1
660	1977	1
660	1967	1
718	1886	1
718	1953	1
890	1938	1
922	1875	1
922	1934	1
944	1957	1
959	1955	1
959	1880	1
959	1953	1
959	1957	1
961	1907	1
961	1930	1
961	1939	1
1387	1938	1
1387	1904	1
1387	1877	1
1387	1954	1
1400	1890	1
1466	1938	1
1466	1924	1
1466	1923	1
1466	1904	1
1466	1954	1
1466	1970	1
1566	1938	1
1655	1938	1
1656	1938	1
1657	1938	1
1658	1938	1
1665	1938	1
1387	1940	1
1387	1946	1
1015	1920	1
922	1888	1
1828	1985	1
1828	1934	1
1722	1876	1
718	1916	1
1387	1947	1
1387	1958	1
1387	1948	1
1387	1944	1
1387	1932	1
1387	1937	1
1387	1941	1
1387	1943	1
1387	1952	1
1387	1918	1
1387	1897	1
1387	1942	1
949	1960	1
528	1975	1
1532	1980	1
1789	1901	1
1789	1909	1
1509	1972	1
1509	1894	1
1509	1928	1
1509	1893	1
1828	1913	1
890	1917	1
1504	1905	1
922	1883	1
922	1889	1
1411	1887	1
1400	1935	1
1400	1979	1
1400	1969	1
1387	1884	1
1722	1898	1
959	1881	1
959	1906	1
922	1887	1
922	1936	1
1674	1919	1
1722	1891	1
1722	1983	1
1722	1902	1
1722	1887	1
1722	1950	1
1722	1892	1
1722	1989	1
1722	1936	1
1722	1900	1
1722	1878	1
1722	1897	1
1722	1942	1
1722	1949	1
0	1981	1
1	1981	1
2	1981	1
3	1981	1
4	1929	1
4	1981	1
5	1981	1
6	1981	1
9	1981	1
10	1981	1
11	1981	1
12	1981	1
14	1981	1
15	1981	1
16	1981	1
17	1981	1
18	1974	1
18	1951	1
20	1981	1
21	1981	1
22	1981	1
23	1981	1
25	1981	1
25	1914	1
26	1981	1
27	1981	1
28	1951	1
30	1981	1
32	1981	1
33	1981	1
34	1981	1
35	1981	1
36	1981	1
37	1981	1
39	1981	1
40	1981	1
41	1981	1
42	1981	1
43	1981	1
43	1968	1
46	1981	1
47	1981	1
48	1981	1
49	1981	1
51	1974	1
52	1981	1
55	1981	1
56	1981	1
57	1981	1
58	1981	1
59	1981	1
60	1981	1
62	1981	1
63	1981	1
64	1929	1
64	1981	1
66	1981	1
68	1981	1
70	1981	1
72	1981	1
73	1981	1
74	1981	1
75	1981	1
76	1981	1
78	1974	1
79	1974	1
80	1981	1
81	1981	1
82	1981	1
83	1981	1
84	1981	1
85	1981	1
86	1981	1
88	1981	1
89	1981	1
90	1987	1
91	1981	1
92	1981	1
93	1981	1
94	1981	1
95	1981	1
95	1976	1
96	1981	1
98	1929	1
98	1981	1
99	1981	1
100	1981	1
101	1981	1
102	1981	1
103	1981	1
104	1981	1
105	1981	1
106	1981	1
111	1981	1
113	1981	1
114	1981	1
116	1981	1
117	1981	1
118	1981	1
119	1981	1
120	1981	1
121	1981	1
123	1981	1
124	1981	1
125	1981	1
126	1981	1
